pair,timeframe,start,end,strategy,period,portofolio final value,%
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,10,10350.806642151038,3.5080664215103754
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,11,10724.46379241916,7.244637924191593
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,12,10849.208162960042,8.492081629600417
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,13,11012.992499960055,10.129924999600552
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,14,10621.359946303879,6.21359946303879
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,15,10895.795712996138,8.957957129961377
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,16,11356.8242325233,13.568242325233005
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,17,11425.366516398106,14.253665163981058
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,18,12191.719748909434,21.91719748909434
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,19,11297.886579691003,12.97886579691003
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,20,11612.652534342362,16.126525343423616
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,21,11852.69997321676,18.526999732167607
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,22,11950.031122684031,19.500311226840314
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,23,10100.16304757029,1.0016304757028958
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,24,10100.16304757029,1.0016304757028958
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,25,9563.254927083333,-4.367450729166667
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,26,9761.776949367535,-2.382230506324649
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,27,9761.776949367535,-2.382230506324649
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,28,10098.44284479691,0.9844284479690941
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,29,10167.941375958526,1.679413759585259
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,30,10338.841775569716,3.3884177556971555
