pair,timeframe,start,end,strategy,period,portofolio final value,%
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,10,13522.78277570133,35.227827757013294
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,11,13635.15237814604,36.3515237814604
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,12,13813.645577072475,38.13645577072475
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,13,13052.886562584154,30.528865625841533
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,14,13031.77936551957,30.31779365519569
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,15,12963.343087706417,29.633430877064164
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,16,13165.770409841562,31.657704098415618
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,17,13003.682952278177,30.036829522781773
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,18,13123.557986526226,31.235579865262263
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,19,13314.611704225776,33.14611704225776
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,20,13598.913908328603,35.98913908328603
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,21,13690.807718033018,36.90807718033018
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,22,14099.781096420806,40.99781096420806
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,23,13867.00267541705,38.67002675417051
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,24,13793.808744754137,37.93808744754136
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,25,13598.552356289993,35.98552356289992
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,26,13676.991480109908,36.76991480109908
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,27,13565.833034816524,35.65833034816524
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,28,13800.965698756037,38.009656987560376
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,29,13612.361126111482,36.12361126111482
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,30,13732.47631123627,37.32476311236271
