pair,timeframe,start,end,strategy,period,portofolio final value,%
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,10,9469.514094529372,-5.304859054706284
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,11,9857.331536778647,-1.426684632213528
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,12,10325.353874013306,3.2535387401330627
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,13,10336.573413004957,3.3657341300495682
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,14,10145.562995208711,1.4556299520871108
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,15,9988.120225380466,-0.11879774619534145
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,16,10165.973869640762,1.6597386964076213
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,17,10207.690249973699,2.0769024997369887
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,18,10271.894828036293,2.718948280362929
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,19,10136.366789766795,1.3636678976679468
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,20,10322.436454654004,3.2243645465400363
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,21,10033.24494215097,0.3324494215097002
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,22,10257.782983441903,2.5778298344190262
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,23,10414.440933343198,4.144409333431977
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,24,10686.542971878127,6.86542971878127
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,25,11329.114486333166,13.291144863331663
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,26,11432.662148155423,14.32662148155423
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,27,10661.045359348915,6.610453593489146
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,28,10253.985828949066,2.5398582894906574
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,29,10293.053936989652,2.9305393698965236
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,30,10651.008920184482,6.510089201844821
