pair,timeframe,start,end,strategy,period,portofolio final value,%
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,10,11784.224462678176,17.84224462678176
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,11,12040.916292960152,20.409162929601514
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,12,12724.173026462504,27.24173026462504
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,13,13068.398627557413,30.68398627557413
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,14,13182.86663271079,31.828666327107896
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,15,13078.036721758683,30.78036721758683
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,16,13043.227946731417,30.432279467314167
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,17,13559.135543282851,35.591355432828514
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,18,13666.672542603625,36.666725426036244
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,19,13893.743754658633,38.93743754658633
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,20,13279.439635077984,32.79439635077984
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,21,13287.06374861227,32.8706374861227
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,22,13314.040336047974,33.140403360479745
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,23,13256.134062230407,32.56134062230407
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,24,12980.61168369513,29.806116836951297
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,25,13129.175373052962,31.29175373052962
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,26,13118.117696231502,31.18117696231502
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,27,13157.54100864669,31.57541008646691
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,28,13278.353821473036,32.78353821473036
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,29,14163.291158491396,41.63291158491396
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,30,13727.958634257986,37.27958634257986
